2167,3901,5649,7567,5544,3504,4993,4115,4243,3418,1347,297,0,0,0
6684,12285,14944,14112,13655,7752,6678,3985,5111,1690,1816,622,739,494,338
77699,80434,81241,90371,91674,93022,95626,90195,98792,89497,80219,55810,34333,19904,9266
22903,20972,20686,19679,16866,17330,19145,14827,13167,14296,14601,14065,7968,4992,2151
58962,59145,58629,63523,60503,68309,60114,57791,59335,52068,41035,38843,29163,14589,6648
12189,11791,14907,14873,13668,13174,16311,16940,18393,22417,24996,22575,13865,7967,4214
34360,33133,31199,27072,28761,29230,29631,27073,21931,20257,20997,17272,12200,7422,4531
78053,72185,66402,73797,75064,71055,73526,71444,67021,62891,58422,48363,34758,20625,9134
3866,2658,778,762,784,0,0,0,0,0,0,0,0,0,0
8193,8329,6648,5850,6760,4120,6539,4677,9196,12810,11762,8329,5525,3524,1775
85291,85406,84335,91898,91113,81385,72188,80700,83458,87071,67293,51238,30438,11459,3921
43634,52231,75889,71094,70512,69659,74747,71099,58732,50539,33405,24305,15025,6697,3143
2018,3784,1328,726,203,0,0,0,0,0,0,0,0,0,0
16438,17179,18482,16571,15133,18626,19311,20849,23727,18443,17977,12890,7188,3559,2356
13140,17856,23714,23324,17541,16952,14910,17588,13139,13516,9275,7063,3884,1483,1215
11106,8693,16061,13709,15808,13722,15688,14743,15608,16034,15946,12632,7172,3897,1684
12866,10584,12697,11110,14247,15237,13002,10819,9938,16475,12875,9380,4154,1786,365
2780,4911,4392,2563,3177,3322,2915,3080,1705,1906,656,260,0,0,0
41864,35851,30791,32682,26610,29834,30383,24261,28002,28301,26697,19337,10779,7300,2822
52844,66638,67360,65806,68151,73913,75701,72792,66916,67940,61340,45076,23073,11878,5867
42172,35423,33498,31491,28279,28374,29725,26776,22337,23716,23635,19346,11055,5781,2082
2582,2775,1336,728,547,238,84,0,0,0,0,0,0,0,0
61279,56976,59542,57804,68126,65402,69086,61010,54788,57922,44370,32230,17717,8670,3547
18527,19375,17597,15597,23034,24771,24938,23211,24391,28328,27885,23930,12624,5337,3828
32303,27962,24649,33498,27235,29652,26729,30923,32278,26839,20022,16100,8749,2700,1920
9784,12931,14964,14721,15445,13224,8538,6645,4762,7289,8615,4651,2463,992,460
13366,13371,11459,11552,12339,11888,11113,13978,9703,6393,8550,4676,3143,543,682
76582,78387,83717,87418,87002,83607,83127,83058,87484,78599,81754,65392,40262,21342,10946
6740,5700,6915,8686,8773,9452,9423,9740,7823,6843,5164,2316,1487,748,331
128968,113665,116442,110369,106817,105542,109168,116258,123892,117678,112364,69905,39838,24537,10688
1296,1581,1939,1873,1177,278,0,0,0,0,0,0,0,0,0
12380,10801,13920,11174,12237,18954,16926,17452,18339,18566,18654,14942,10094,4998,1903
42812,45413,50354,52890,55734,60241,56833,53049,60409,63349,52599,37516,23723,14572,5853
6942,8376,8773,7913,14506,22020,20445,18055,13706,10261,8963,6164,3847,1470,382
7963,5608,4142,6257,4050,3665,3743,2709,2235,2080,2540,744,365,92,0
35396,35585,40653,45806,55657,54583,50088,51509,48186,46489,38103,33426,21934,10870,4313
48526,48288,53096,50523,54570,52976,55923,53109,42570,41985,34401,26710,18754,8050,4062
50645,59606,54371,52450,56992,49688,53921,46981,41018,44058,36832,24054,12397,6109,2131
21878,20449,22915,26513,22194,18865,21199,24932,24032,18605,17732,12968,7394,4720,1877
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58133,59880,66905,70572,70069,74965,81160,86675,85643,89743,73202,59172,40231,20531,6614
14183,13214,10621,16699,16997,18205,17522,17811,17660,15787,12037,10826,3275,1334,184
2439,1452,1618,1301,384,60,0,0,0,0,0,0,0,0,0
20294,19501,18983,19055,18359,22930,19754,16141,17365,20023,22999,19207,12174,5569,1115
7546,7075,5736,9228,6496,7641,7409,8086,8131,6728,7850,4961,3508,809,181
19065,21512,25952,20045,17291,18625,14284,15239,17433,19554,13302,8019,4608,3305,1136
5592,5672,7772,4530,4530,4467,3410,2421,2512,1087,696,1171,269,258,3
75560,82690,93529,88784,87620,85004,84315,89891,93492,88752,79178,48260,29588,18962,8074
32947,29768,33027,34130,36204,38923,36824,31832,31923,25692,21834,17290,13077,8862,3848
43500,42910,50703,64672,68055,66428,64996,65965,58682,53630,46436,35405,18007,8640,5669
933,350,354,207,104,0,0,0,0,0,0,0,0,0,0
17277,23618,25021,19992,15232,16308,17743,20716,21324,22399,22286,14396,10812,4544,1555
26660,31501,28595,22646,23684,29148,26861,23296,19685,17489,14612,8339,3767,1609,894
46797,48732,42478,47202,41049,39227,41560,39924,42498,43240,33037,27482,13562,5415,1386
17571,17354,19907,29100,31679,31833,23143,20709,20670,19389,19327,11048,6163,5621,2257
6603,7196,10716,10024,12437,8764,10348,11419,15308,18226,16639,9714,6064,3194,379
35728,42067,39213,37246,31628,36155,33990,44518,51613,50424,44481,32288,22680,8863,2090
65471,59325,65384,61947,69649,72005,61729,62625,63395,57600,42584,29086,23774,11419,6704
111026,105109,94029,98245,85639,88046,83355,72314,66735,66667,58861,41691,24635,13953,7242
6887,8491,8355,7042,6001,7196,6098,4511,6472,7881,8428,7153,5267,2605,1412
31715,35415,39552,42360,42225,38844,48826,48276,47452,39799,32703,28111,20167,13833,6249
40495,39128,28001,27689,28299,28677,26298,29338,25086,26018,22291,17073,10790,7641,2499
22154,20869,28563,29122,30142,24505,27161,30543,30677,23914,19758,14755,7808,3768,1603
27937,20833,19168,17838,18897,22726,21149,16230,15268,14228,11881,11245,8678,5583,2260
3742,3315,2688,2760,1677,2388,2369,2683,2440,2191,1493,304,0,0,0
9104,6943,9723,8116,8829,13425,13869,15641,18396,15864,12039,7373,5829,3839,2130
43746,46430,45546,48092,50033,55285,47292,48830,51410,47850,47255,32747,18704,6492,1816
12915,12974,11369,9187,5895,9255,7630,6389,5061,3209,3026,3568,3038,1548,1230
37606,35114,41094,39929,47515,58988,57150,61826,60084,63174,55469,36550,21329,12212,4809
39726,36685,43470,40670,37544,38618,38165,45349,49906,45899,34297,23275,15089,7503,3232
46506,45643,40708,46749,48982,43977,44570,45891,41195,43239,40962,29494,15451,8532,7678
42133,48270,43602,45105,45714,37295,36825,40940,58995,78649,92015,118381,125727,107963,86376
12736,11360,9153,6980,6575,4869,3154,4927,4244,2874,857,30,251,93,0
31144,31918,31305,32260,29734,31140,26259,25500,28081,26987,20480,17131,10485,6641,2172
10419,10989,9931,9958,10630,12549,13641,13964,8304,8843,8594,9126,5655,2167,1354
33359,29398,25608,26684,30198,35000,37346,31060,38743,40234,32120,23609,13812,6369,2839
77084,73913,81454,72435,67994,64404,65775,65467,66841,54491,50178,30987,19138,10928,4736
23626,26448,22779,24914,20450,26148,23838,27710,27773,24674,17356,12135,7958,4176,1314
17493,18123,15090,16762,12984,13721,12552,14323,13457,14745,13067,11025,7161,4011,2229
25679,32233,36641,37982,31231,36280,33033,31362,25213,20549,15494,11893,6778,3132,2540
11804,8911,7966,7601,7909,7956,3095,2303,2513,5509,5749,2715,1380,447,183
16291,12087,12136,14498,15526,17560,20532,23294,19217,19317,16247,12595,7120,2970,742
34167,27092,30924,27071,29093,33864,39580,36922,39051,35358,32052,26334,17461,9085,5030
27482,28097,24527,27112,30469,40534,41273,42813,37886,35390,27443,16826,16426,7767,5806
48947,43824,47637,51223,56971,55506,43180,43817,39830,39064,35024,22076,11007,4503,1886
13558,16904,17725,23777,29951,29268,29110,31361,32042,26406,20281,13766,7120,5830,1816
73386,72198,77439,69367,60678,70910,72125,80521,78981,73067,73333,58297,38190,20939,8979
20942,22976,25120,23313,17177,13233,11185,10173,8682,8221,7858,3819,2346,1545,1276
61105,65481,56286,47264,49542,50022,53913,52982,65039,77800,65287,42785,22007,11314,3846
54083,57335,62655,61465,53925,51582,56924,58699,55971,52402,47374,35217,18570,9903,4976
51495,53350,51250,54521,59971,62704,65883,62473,61924,58722,50136,35540,23669,10723,5083
6058,5391,6507,7017,7491,5678,5342,4944,3860,3441,2560,2068,535,430,0
41030,35664,41260,44743,49748,45956,43923,42223,46753,44448,40930,27962,16966,11298,6112
17077,23014,19367,21445,18748,16702,15125,12698,10081,12571,13719,10632,5834,2120,1396
20770,16612,18424,20772,20889,23820,25107,26330,25018,25171,22291,17125,11309,4688,1204
29712,34589,35821,31603,30034,29110,27535,22480,20631,19573,18281,13944,6846,3222,1289
11560,12906,13150,10813,9172,6147,5612,5269,4252,2360,1404,1703,1967,595,325
69558,68565,70032,60076,63071,58262,51447,52625,51332,51952,44112,34288,23154,9648,3482
18770,18843,16313,15019,14380,8924,6706,5672,5093,5119,5953,6593,5001,2095,1312
3672,2167,1622,2128,3871,4131,4336,4836,4307,5188,2760,948,853,625,0
22303,25026,21636,22825,21295,19204,17945,21613,19095,20854,20446,13072,12711,5935,2436
17877,18798,22390,24335,21229,19934,24473,23025,24288,22431,16325,16646,11884,6463,2845
43337,39874,51273,60182,62978,66882,63767,52480,48121,43511,42084,31496,21418,9983,4893
5876,6879,3734,6090,10258,9979,5009,5564,11933,9347,9214,9125,7692,4801,2058
20023,19403,16995,19593,16924,15022,14127,16105,12203,10516,8215,6446,3283,1355,1464
40595,35015,33108,36936,37637,46562,48810,46037,39328,32310,30856,20414,13476,7281,1438
45912,53279,47808,46282,41099,39277,47728,52957,57022,51789,48442,33434,20542,7416,1983
69916,74337,76731,80830,82331,83403,85062,86202,83074,73242,75989,48302,27963,16925,6372
5514,6079,3838,1918,2898,3046,3134,5258,7397,3921,3466,1493,534,175,0
22833,23109,20485,17899,17127,22179,21282,27627,22364,18183,17598,15429,8592,4103,1559
73816,79221,65486,68413,65174,66775,68172,65442,54748,58718,47592,32680,16550,8860,4821
64683,61954,50389,53736,56532,57624,50366,52026,51064,47702,46890,39452,24278,12119,5003
14132,13058,11474,9521,6720,8873,11612,11109,12110,11958,10159,9694,6204,1268,1643
6783,10101,9905,12059,12405,11190,9260,6435,5109,4388,3978,2588,3367,2864,477
2227,896,0,0,0,0,0,0,0,0,0,0,0,0,0
38822,35455,35753,38944,38234,40021,43146,37064,36460,43956,42371,35568,22835,11561,4126
38205,28911,32936,32640,34992,40858,38420,40765,39502,37330,32882,30879,17822,8658,3196
8117,8385,8867,13654,11983,8958,6439,5551,4528,4273,2068,310,0,0,0
62772,66144,66580,65282,62678,60170,54551,54034,48668,47583,34255,26580,16513,10878,3966
66144,64257,53865,53604,50560,43547,36282,39638,45165,40216,43728,30117,13937,7893,4532
32171,32263,32419,32264,33027,33282,34279,36945,33550,38982,35806,25034,19549,12687,4519
24853,21794,17610,17154,16548,14420,13225,12847,13343,14178,8741,5935,1956,813,198
43193,47354,45887,45664,50760,55702,48518,49573,49368,47615,38909,32065,20554,12018,5286
48637,49064,55970,62739,71244,70003,71979,68067,60336,55803,53098,43724,24117,11004,5000
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6995,6586,4931,5367,6382,2780,2456,3037,892,0,0,0,0,0,0
9755,8625,7653,6389,6661,8030,9521,7068,4909,3489,1786,756,635,785,124
40456,34599,24352,27483,32919,31523,33946,38461,34233,32633,25110,16855,8165,2137,1621
18285,14362,12932,16161,15644,15916,17245,10129,6719,5685,4357,3636,4104,2082,958
41046,40214,40942,41974,47048,41870,39427,44520,52268,45891,34666,27157,16989,7338,2072
81215,88942,95554,98618,90604,84253,77999,72990,77259,70658,61339,44844,30009,14858,6798
48101,46363,46999,49305,45173,47679,52923,47601,46635,44592,41765,28855,16910,8073,3388
13888,13080,20155,25761,17893,19989,23760,28401,23930,19613,13381,10905,7987,4779,1456
56924,50015,52422,48523,48308,44986,48322,39205,36406,32731,31027,23009,13137,8124,3411
23201,25727,24255,29332,31720,31955,33379,40300,41735,36827,26941,18675,11414,5639,2807
59432,63497,72745,84994,78465,81910,75346,68227,65145,64051,52115,51428,35989,21526,12396
13174,17177,19163,16073,25103,31093,29456,25592,23730,20199,19108,14778,7880,5169,1906
3066,3815,4868,5276,1672,1576,2450,1506,2919,1825,2306,4236,2218,1281,87
13275,14307,8873,8558,8105,11203,11963,13995,16080,17783,16454,10636,5065,2232,1017
970,522,136,0,0,0,0,0,0,0,0,0,0,0,0
42335,50513,49542,50942,50927,53456,51133,51578,45202,44608,35571,27531,15740,7727,3379
31694,28129,31333,28163,36530,37075,36218,39450,37805,32871,35298,25321,13696,8762,1477
3092,3539,4500,4818,2543,1778,3326,2695,1698,505,456,734,0,0,0
5602,2027,1280,1423,3068,3336,3356,1050,1552,1706,3311,1582,1452,349,0
17107,11662,14432,11398,9040,9180,8777,8027,6744,7457,6397,7047,4618,2668,2070
61558,67468,68932,66400,69203,71379,68530,71294,65062,65858,55779,42478,27420,13805,7631
17464,21874,26700,17868,15637,15385,10676,10453,10809,10527,7054,5205,3715,910,211
37082,38010,33676,34668,34019,32381,27111,33538,38387,27808,19115,15001,11987,7267,686
3617,4070,1525,2390,770,991,344,0,0,0,0,0,0,0,0
9366,9127,9414,8872,8561,13752,12337,10062,10176,12142,10798,6759,3113,809,485
58451,61893,62119,62438,61146,61023,61875,71180,72206,64612,52638,39283,22400,13673,5290
16264,9298,8228,8708,7536,8809,10401,10665,12539,15390,13747,9668,5934,2222,861
21952,18641,19724,25102,22764,24078,22505,21950,18830,21286,19103,14728,8538,3762,471
30939,32010,36140,39314,37739,43910,40446,44136,38300,36242,31728,24045,15197,7273,3281
10381,10085,11572,10823,10469,10926,15009,11046,7302,5581,4884,2209,1156,1091,338
18036,14057,16217,13053,16912,17078,19930,25452,25511,24249,24060,19059,14219,6971,1849
34092,30182,28362,28882,25355,23403,25970,27776,25796,24973,27002,23564,14742,4254,2955
39868,41878,39829,37039,30502,29677,26770,35954,34230,30156,26853,20435,8885,6040,3080
20731,17948,25983,26125,20853,19512,22686,20843,14978,10868,8468,3820,2160,604,81
22372,19803,18537,18222,17161,18399,20492,19138,20575,20655,18968,16410,8112,4611,1145
25396,29667,28976,25251,25081,23353,29715,27281,20546,18351,10384,6233,4982,2177,1414
81635,77627,92306,85934,90122,87466,87265,90004,76823,85652,86953,57562,39216,22622,10583
4696,5609,5446,6999,8336,9941,8619,8484,8370,7214,4563,3236,2092,1503,889
23366,22835,20609,22661,25850,27266,27677,24215,19387,20577,17092,12115,7162,1993,849
22679,26832,32429,34768,39401,37272,36639,39200,35900,35374,28550,18963,12543,5630,1580
14228,17224,15342,17296,21063,20871,26604,24865,28727,24257,24564,19724,14716,7548,2156
27050,25524,24353,23227,16947,14124,10816,13292,14808,13577,10790,11090,6645,5020,2391
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51241,61504,70912,64184,58207,59827,61389,62599,59334,57184,42113,32390,26842,11513,4115
15545,17891,17670,12545,13117,19902,17875,15559,8332,7732,8125,7300,4197,2455,1410
42934,36231,40656,35296,35420,34482,44094,40404,42970,45976,42427,33041,17762,7941,3288
22854,20244,17736,17652,21595,23922,25112,24397,28501,26583,25629,22203,15004,7851,2969
6641,4614,6600,7581,5383,6517,8113,6827,4279,1659,1425,828,1410,604,219
5197,6136,4194,3549,3953,5246,8367,9742,11527,10483,6383,3796,1861,868,53
15123,18259,18964,19362,15823,15069,18901,16811,20655,16490,16197,11137,5779,3629,1468
66811,64365,62741,67184,75108,72469,90308,95256,107252,107416,104166,86237,51672,26583,15070
11509,13090,14426,19600,15750,19107,16004,16694,16843,11996,9278,4528,2909,515,180
26385,30242,37977,36790,39031,37225,36781,40208,31091,20951,17792,17745,10277,4327,1497
2902,303,61,0,0,0,0,0,0,0,0,0,0,0,0
13499,12294,13885,13584,14811,12473,14661,13528,12755,10344,8930,6877,2865,3662,1353
4123,5374,6462,6060,4686,3759,2689,2248,2343,2329,890,521,0,0,0
24443,23755,24532,26077,23849,24207,20813,18683,18512,18910,15851,13995,5932,3668,1520
11336,6306,3740,2832,1826,1548,448,294,687,843,1074,944,1807,1418,1135
16806,20860,16909,15252,18666,21994,20977,19600,24279,25862,17096,12851,6099,3328,664
3433,2850,2228,2738,1783,1380,1290,332,702,1207,1460,846,578,388,0
21386,23749,21470,22860,23028,22701,26869,30715,30295,27606,22753,17731,11266,5155,2849
23193,25544,24355,31162,26651,22427,29023,34654,32087,36142,26552,19424,13762,9971,3037
20231,20246,27359,21017,18536,18682,18849,23446,22986,22267,20329,13662,8025,5594,1710
34163,39196,37293,39914,40702,37848,36712,45926,43999,39267,41914,34263,20566,11300,5835
46197,47097,48345,53738,60096,55264,59576,55331,62770,62998,58616,47302,29448,16183,6301
10603,13425,12968,12169,12611,10205,8259,8078,6703,9428,11753,6899,4938,2665,687
5295,4980,3186,4127,6367,6594,6021,10088,8364,7559,7731,4577,3015,1672,444
26220,28665,35744,37702,33686,31099,25949,16923,14697,14039,8667,5949,3885,2371,1752
22877,24939,24787,22492,22359,25451,27689,32038,36609,39748,35103,25740,14281,7762,3621
16970,15729,15306,14011,15894,14884,8244,6216,4465,2254,980,203,0,0,0
61172,58889,57205,45872,40853,36224,38436,30883,35643,24541,22364,11834,8789,3332,1706
15168,20686,20887,20351,20562,21405,18865,18028,22708,21352,17413,12665,8868,4317,1438
29322,23282,16751,20507,20434,19857,16144,14190,14391,15530,13120,12485,7020,2445,520
73680,79994,83100,79220,90776,99493,97436,92377,90593,90600,73007,51425,28402,14134,5618
4605,6219,7950,5378,4444,3146,2313,3300,2043,1265,430,479,470,589,0
2992,4263,3230,3687,2497,1601,2403,2502,1753,2228,898,860,267,268,116
10041,12844,14747,13861,15701,14177,12047,11120,10538,7711,8213,6183,3488,1280,65
17303,19969,28002,32364,31330,36625,34663,33126,36546,33389,31252,21666,13263,7169,1692
38401,37396,36734,36731,38957,42938,49478,45935,47826,46707,39302,27172,15771,8056,3015
11384,7020,9072,6522,7432,9107,9401,11142,10220,10773,12461,9786,6093,2249,1656
9109,7560,5427,3291,3585,2401,2131,1318,1264,473,0,0,0,0,0
18196,21190,19729,23028,26218,27573,28633,23245,25996,20334,21204,8520,2871,761,152
46810,50419,48904,43502,37886,41188,45139,51133,54238,49162,43945,33989,24883,12303,7888
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113352,102990,108751,123203,126185,128739,127074,134616,120400,120394,113497,80589,40619,17931,8210
18815,18814,16346,18915,21563,23750,27091,32906,31135,37304,36409,28113,18132,7402,2281
3828,5930,3437,5091,4691,3702,3918,3828,5061,2878,2938,2566,2330,1046,294
36566,40208,40574,39981,34932,37163,33455,35575,38783,41882,30225,27740,13990,5251,1767
2369,1855,1333,2376,1361,698,185,0,0,0,0,0,0,0,0
11029,13131,9765,7997,4825,6302,3526,1107,1005,1210,582,15,0,0,0
597,627,682,1210,2489,930,2452,1979,1167,377,0,0,0,0,0
7733,7225,9163,7921,6189,3697,2890,2039,1425,1820,1111,22,0,0,0
33686,36558,33016,34290,41756,39857,38628,34215,30309,26383,17310,13107,6431,3516,1289
59738,63332,78347,72781,69086,80813,92526,97616,87497,84977,77059,65109,37817,18694,9002
27848,26036,25734,26468,21163,16468,18401,16313,19415,20923,15613,12176,5976,3658,1228
17517,17960,21224,14585,14297,11886,9296,7434,8262,5021,3590,1167,1223,256,102
8370,6750,6567,7637,4854,3291,2617,2696,3382,2431,3985,1410,1421,476,0
15804,14133,16338,24761,20312,20889,17294,19070,14855,16879,14067,10674,5283,710,529
29858,27364,30818,26814,33434,29633,29953,33090,34693,33362,30358,25736,16634,8100,3644
63593,70694,70740,71857,75034,67304,68786,68307,67872,59342,56801,49658,31366,13090,5663
21422,25598,32577,36818,38734,42956,45523,43744,36974,34918,33240,24540,20365,8893,3746
41847,40506,37278,33922,29360,29288,31474,34438,31962,30191,31601,21763,13183,5072,2701
36723,31799,31252,25185,25452,19054,14443,16246,17650,14786,12236,9626,10338,4941,1409
25092,22804,21213,19998,15613,15926,13358,13390,16189,20901,22441,18792,9540,3552,1399
39502,42148,37640,44721,38672,31786,28923,29735,31393,35402,27448,19116,10706,7362,3532
57037,60300,52252,49716,57449,62290,74189,74551,70761,71570,52008,42915,24250,11280,5341
14406,19152,16107,19595,20824,20981,16682,14532,13911,13969,16464,14274,10463,6870,1885
16998,14107,16105,12834,15582,12843,13940,13215,15079,12020,12229,9305,7231,4233,1631
29288,28852,33895,36451,31688,25648,30188,32693,34802,33540,32894,24627,12076,5227,2620
2009,1935,1191,1375,2083,1360,1390,253,0,0,0,0,0,0,0
15731,14629,13029,15146,17137,15427,13481,13918,11438,11360,12025,7293,3932,1767,419
3409,1481,245,0,0,0,0,0,0,0,0,0,0,0,0
44131,39348,42929,46437,41466,37757,40156,34829,26868,31194,21928,16014,11026,3579,1123
12169,11124,8069,6437,7815,4578,6461,6243,2091,608,341,284,207,407,239
